신방화/마곡나루/9,,,
마곡나루/양천향교/9,,,
양천향교/가양/9,,,
가양/증미/9,,,
증미/등촌/9,,,
등촌/염창/9,,,
염창/신목동/9,,,
신목동/선유도/9,,,
선유도/당산/9,,,
국회의사당/여의도/9,,,
샛강/노량진/9,,,
노들/흑석/9,,,
흑석/동작/9,,,
구반포/신반포/9,,,
신반포/고속터미널/9,,,
사평/신논현/9,,,
신논현/언주/9,,,
언주/선정릉/9,,,
선정릉/삼성중앙/9,,,
삼성중앙/봉은사/9,,,
봉은사/종합운동장/9,,,
삼전/선촌고분/9,,,
송파나루/한성백제/9,,,
한성백제/올림픽공원/9,,,
둔촌오륜/중앙보훈병원/9,,,
중앙보훈병원/둔촌오륜/9,,,
